ترقيم,رمز العرض,التخصص,الشهادة,المستوى المطلوب,نمط التكوين,التعريف بالنمط,المؤسسة,الداخلية,تاريخ البداية,تاريخ النهاية
168,205849,INT01Q - تلقين الإعلام الألي  (Word-Excel- Power Point) | Initiation à l’informatique (Word-Excel- Power Point),ش.تأهيل.م | CQP,الرابعة متوسط | 4EM ANNEE MOYENNE,تأهيلي أولي | QUALIFIANTE INITIALE,التكوين التأهيلي الأولي، هو تكوين قصير المدى يهدف إلى إكتساب كفاءات خاصة ، تسمح لطالبي التكوين من الحصول على تأهيل أولي يمكّنه من الإندماج الإجتماعي المهني أو إنشاء مؤسسته المصغرة.,1925 | مركز التكوين المهني و التمهين سطيف 03 | سطيف_سطيف,undefined,2025-02-23,2025-08-22
169,205900,TAG1203 -  عون إدراج المعلومات | Agent de saisie,ش.ك.م | CAP,الرابعة متوسط | 4EM ANNEE MOYENNE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1925 | مركز التكوين المهني و التمهين سطيف 03 | سطيف_سطيف,undefined,2025-02-23,2026-02-22
170,206061,TAG0701 - أمين مخزن | Magasinier,ش.ك.م | CAP,الرابعة متوسط | 4EM ANNEE MOYENNE,حضوري أولي  | Présentiel,التكوين الإقامي (الحضوري) هو تكوين يهدف إلى اكتساب تأهيل داخل مؤسسة تكوينية باستعمال التجهيزات الصناعية أو التعليمية,1925 | مركز التكوين المهني و التمهين سطيف 03 | سطيف_سطيف,undefined,2025-02-23,2026-02-22
171,206064,TAG0702 - المحاسبة | Comptabilité,ش.ت.م | CMP,الرابعة متوسط | 4EM ANNEE MOYENNE,حضوري أولي  | Présentiel,التكوين الإقامي (الحضوري) هو تكوين يهدف إلى اكتساب تأهيل داخل مؤسسة تكوينية باستعمال التجهيزات الصناعية أو التعليمية,1925 | مركز التكوين المهني و التمهين سطيف 03 | سطيف_سطيف,undefined,2025-02-23,2026-08-22
172,206096,HRT0704 - الإطعام / خيار : الطبخ الجماعي | Restauration/Option : Cuisine de collectivités,ش.ك.م | CAP,الرابعة متوسط | 4EM ANNEE MOYENNE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1925 | مركز التكوين المهني و التمهين سطيف 03 | سطيف_سطيف,undefined,2025-02-23,2026-02-22
173,206083,HRT0704 - الإطعام / خيار : الطبخ الجماعي | Restauration/Option : Cuisine de collectivités,ش.ك.م | CAP,الرابعة متوسط | 4EM ANNEE MOYENNE,حضوري أولي  | Présentiel,التكوين الإقامي (الحضوري) هو تكوين يهدف إلى اكتساب تأهيل داخل مؤسسة تكوينية باستعمال التجهيزات الصناعية أو التعليمية,1927 | مركزالتكوين المهني و التمهين حمام قرقور | حمام قرقور_سطيف,undefined,2025-02-23,2026-02-22
174,206095,INT1202 - عـامــــــل في الميكـــرو معلـوماتيـــة | Opérateur micro-informatique,ش.ت.م | CMP,الرابعة متوسط | 4EM ANNEE MOYENNE,حضوري أولي  | Présentiel,التكوين الإقامي (الحضوري) هو تكوين يهدف إلى اكتساب تأهيل داخل مؤسسة تكوينية باستعمال التجهيزات الصناعية أو التعليمية,1927 | مركزالتكوين المهني و التمهين حمام قرقور | حمام قرقور_سطيف,undefined,2025-02-23,2026-08-22
175,206106,TAG0701 - أمين مخزن | Magasinier,ش.ك.م | CAP,الرابعة متوسط | 4EM ANNEE MOYENNE,الدروس المسائية | Cours du Soir,"يهدف إلى ضمان التكوين المتوج بالشهادة أو تكوين تأهيلي لفائدة كل مترشح يرغب في مواصلة تكوينه إلكتساب مؤهالت بمبادرة منه أوبمبادرة من الهيئة المستخدمة.
ينظم التكوين على مستوى مؤسسات التكوين و التعليم المهنيين و مفتوح لكل مترشح تتوفر فيه الشروط الدخول المنصوص عليها في مدونة تخصصات التكوين و التعليم المهنيين السارية المفعول.",1927 | مركزالتكوين المهني و التمهين حمام قرقور | حمام قرقور_سطيف,undefined,2025-02-23,2026-02-22
176,206120,INT01Q - تلقين الإعلام الألي  (Word-Excel- Power Point) | Initiation à l’informatique (Word-Excel- Power Point),ش.تأهيل.م | CQP,الرابعة متوسط | 4EM ANNEE MOYENNE,تأهيلي أولي | QUALIFIANTE INITIALE,التكوين التأهيلي الأولي، هو تكوين قصير المدى يهدف إلى إكتساب كفاءات خاصة ، تسمح لطالبي التكوين من الحصول على تأهيل أولي يمكّنه من الإندماج الإجتماعي المهني أو إنشاء مؤسسته المصغرة.,1927 | مركزالتكوين المهني و التمهين حمام قرقور | حمام قرقور_سطيف,undefined,2025-02-23,2025-08-22
177,206192,MME0709 - ميكانيك تصليح مركبات الوزن الخفيف | Mécanique réparation des véhicules légers,ش.ت.م | CMP,الرابعة متوسط | 4EM ANNEE MOYENNE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1927 | مركزالتكوين المهني و التمهين حمام قرقور | حمام قرقور_سطيف,undefined,2025-02-23,2026-08-22
178,206199,TAG0705 - الأمانة | Secrétariat,ش.ت.م | CMP,الرابعة متوسط | 4EM ANNEE MOYENNE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1927 | مركزالتكوين المهني و التمهين حمام قرقور | حمام قرقور_سطيف,undefined,2025-02-23,2026-08-22
179,206250,TAG1203 -  عون إدراج المعلومات | Agent de saisie,ش.ك.م | CAP,الرابعة متوسط | 4EM ANNEE MOYENNE,حضوري أولي  | Présentiel,التكوين الإقامي (الحضوري) هو تكوين يهدف إلى اكتساب تأهيل داخل مؤسسة تكوينية باستعمال التجهيزات الصناعية أو التعليمية,1926 | مركز التكوين المهني و التمهين حمام السخنة  | حمام السخنة_سطيف,undefined,2025-02-23,2026-02-22
180,207028,INT01Q - تلقين الإعلام الألي  (Word-Excel- Power Point) | Initiation à l’informatique (Word-Excel- Power Point),ش.تأهيل.م | CQP,الرابعة متوسط | 4EM ANNEE MOYENNE,الدروس المسائية | Cours du Soir,"يهدف إلى ضمان التكوين المتوج بالشهادة أو تكوين تأهيلي لفائدة كل مترشح يرغب في مواصلة تكوينه إلكتساب مؤهالت بمبادرة منه أوبمبادرة من الهيئة المستخدمة.
ينظم التكوين على مستوى مؤسسات التكوين و التعليم المهنيين و مفتوح لكل مترشح تتوفر فيه الشروط الدخول المنصوص عليها في مدونة تخصصات التكوين و التعليم المهنيين السارية المفعول.",1926 | مركز التكوين المهني و التمهين حمام السخنة  | حمام السخنة_سطيف,undefined,2025-02-23,2025-08-22
